epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.806736840406064,0.6567040265670403,0.6538634403228971,0.923149923676426,0.5631067961165048,0.4053491889262732
2,0.5296862240201856,0.7683686176836861,0.7610479216663798,0.8415231658417044,0.5805825242718446,0.41544347789531477
3,0.45323474583362533,0.8082191780821918,0.8065886049728446,0.7519498428094734,0.6504854368932039,0.2888574498325311
4,0.44162202111513793,0.8119551681195517,0.8084220365065145,0.7947356446275433,0.6485436893203883,0.3276962524654833
5,0.36874841708471884,0.8439186384391864,0.837023619518309,0.7204122581528228,0.7048543689320388,0.33382774104441915
6,0.33482529362141716,0.8625985886259859,0.8664452174866797,1.049382784065691,0.5145631067961165,0.2794031123605494
7,0.297423916258422,0.8821087588210876,0.8805908386638344,0.7514657286764349,0.7145631067961165,0.33752806111815736
8,0.295379748503763,0.8758821087588211,0.8743117066703812,0.708266991781957,0.7436893203883496,0.45808926705478437
9,0.26906483145658777,0.8937318389373183,0.8962052799445269,0.8202928420409415,0.7126213592233009,0.33095975701333324
10,0.2577825116017588,0.9007887090078871,0.8971227145663743,1.286167224634041,0.5106796116504855,0.27798111792245417
11,0.22703692402989106,0.9111664591116646,0.9071793631127321,0.9196243563902031,0.6679611650485436,0.32202365620067896
12,0.22174766319527472,0.9157326691573267,0.9157047878457117,0.7477217148808599,0.7708737864077669,0.34346852599109945
