epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.8150762589081474,0.6484472049689441,0.6448787866765778,1.0638595994713227,0.4990328820116054,0.2623998393723165
2,0.5195289289482385,0.770600414078675,0.7687377057840897,1.0844678346146928,0.4584139264990329,0.27534618934278915
3,0.4367887006536527,0.8033126293995859,0.8052554006222428,0.7580082882303795,0.655705996131528,0.33990020046791314
4,0.40367199259021513,0.8157349896480331,0.8185004333609273,0.7333060426914946,0.6866537717601547,0.41183550197296726
5,0.3694065313531745,0.832712215320911,0.8338609164023734,0.8097505451862771,0.6615087040618955,0.3551313628899836
6,0.33279335423532724,0.8583850931677018,0.8542965542744853,0.8514282399035514,0.6092843326885881,0.4944982728500566
7,0.3094214360968173,0.8712215320910973,0.8676786476873705,0.9333852848877529,0.5996131528046421,0.3409349635554196
8,0.3033736124418784,0.8687370600414078,0.8618325698959822,0.7757631528769517,0.6943907156673114,0.33927245071312867
9,0.3074317306403541,0.8674948240165632,0.8662439586094035,0.761937710256595,0.6963249516441006,0.5502166633090189
10,0.2772421746026902,0.8807453416149068,0.8776521806869464,0.8667181789068005,0.6402321083172147,0.421228630801142
11,0.2710788752783406,0.8919254658385093,0.8921468951949919,0.8415055395440852,0.6692456479690522,0.44507993966817494
12,0.2644521530864155,0.8910973084886128,0.8888907242683102,1.028133578411154,0.5841392649903289,0.42408538098783816
