epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.7898608518044984,0.6459290187891441,0.6311371661232894,0.9059592314468797,0.5503875968992248,0.3850001838329914
2,0.5188393020181915,0.7766179540709812,0.7670954255878338,0.9376716789349105,0.622093023255814,0.41726111011283473
3,0.49328624275133853,0.7774530271398747,0.7790564518219526,0.6709562720254411,0.7228682170542635,0.3825566218757517
4,0.45018232784589796,0.8020876826722338,0.8015672585002896,0.712950161261152,0.7054263565891473,0.367979407979408
5,0.41166400640642964,0.8162839248434238,0.8156646649024282,0.7574393559795941,0.6647286821705426,0.44057422721099854
6,0.3556602023215284,0.8417536534446765,0.8414482729041964,1.0030158407004304,0.5736434108527132,0.42074758646977256
7,0.3779388620111788,0.8392484342379958,0.8404176312677623,0.856706511142642,0.6104651162790697,0.33492122329436996
8,0.3343680398449271,0.860125260960334,0.8562092387342279,0.7749879586604215,0.6686046511627907,0.46925000739837364
9,0.32602210769698114,0.8609603340292276,0.8625038556098705,0.8738162757814393,0.6647286821705426,0.4183538689062899
10,0.27519715422130575,0.8843423799582464,0.880778639026488,0.9420041691425235,0.6182170542635659,0.38836867715967804
11,0.27911673848962487,0.8889352818371608,0.8905361594827192,0.9810956933701686,0.6143410852713178,0.3906291092454215
12,0.22892360335725334,0.9031315240083507,0.9031312494819869,1.0889802482701088,0.6104651162790697,0.3921888400530174
